id,name,ownerid,age,livesleft,description
786,Kiki,527208,7,7,fluffy
787,Chester,690370,1,4,cute
788,Annie,472965,3,2,fluffy
789,Callie,528184,18,5,amazing
790,Ginger,523244,21,3,lovely
791,Rocky,603599,13,9,the best
792,Misty,534243,22,1,fluffy
793,Pepper,600631,2,9,cute
794,Lilly,555969,8,7,asshole
795,Rocky,483743,11,2,the best
796,Kiki,694566,20,7,the best
797,Salem,502827,3,5,fluffy
798,Snickers,544002,18,3,lovely
799,Precious,667135,2,6,fluffy
800,Baby,695187,12,2,the best
801,Peanut,651262,1,7,amazing
802,Casper,697267,9,2,the best
803,Abby,685519,24,7,fat
804,Socks,604623,16,2,lovely
805,Toby,739052,11,3,lovely
806,Lily,667567,20,1,amazing
807,Zoey,739297,18,6,fat
808,Cali,654895,4,6,fluffy
809,Sassy,503793,4,3,work of art
810,Samantha,744372,19,1,the best
811,Kitty,517255,17,4,asshole
812,Felix,531401,11,9,the best
813,George,507246,23,4,fat
814,Peanut,696207,10,5,cute
815,Sassy,584366,24,7,beautiful
816,Salem,601107,4,6,lovely
817,Maggie,636417,3,3,amazing
818,Felix,742034,23,6,fluffy
819,Mia,611743,11,5,asshole
820,Molly,651245,21,3,cute
821,Spooky,699846,5,1,the best
822,Annie,695592,22,9,beautiful
823,Leo,552678,16,6,asshole
824,Baby,719921,24,9,cute
825,Buddy,608680,8,6,work of art
826,Scooter,470774,4,4,cute
827,Mittens,643105,20,7,the best
828,Willow,473823,8,1,amazing
829,Tinkerbell,740923,8,2,the best
830,Precious,612926,15,6,cute
831,Snowball,479886,21,5,amazing
832,Mittens,630473,20,4,fat
833,Simba,548655,23,6,asshole
834,Samantha,640036,13,5,sweetheart
835,Bear,581508,8,9,the best
836,Bear,557054,5,6,asshole
837,Garfield,463990,11,9,the best
838,Tiger,500466,25,7,amazing
839,Shadow,520809,24,9,fluffy
840,Rascal,731110,14,3,cute
841,Peanut,733737,11,4,sweetheart
842,Shadow,742114,10,7,the best
843,Trouble,633503,13,7,asshole
844,Sassy,728669,13,1,lovely
845,Jasmine,528369,16,6,lovely
846,Whiskers,737422,1,7,lovely
847,Callie,725203,8,9,asshole
848,Smokey,683502,4,3,fat
849,Salem,613426,24,5,work of art
850,Chester,490492,16,1,amazing
851,Cali,469308,1,5,sweetheart
852,Miss kitty,597494,22,2,fat
853,Pepper,484097,20,2,sweetheart
854,Simba,537378,7,7,work of art
855,Ginger,735223,13,2,fat
856,Maggie,636241,23,5,the best
857,Jasper,528892,14,7,work of art
858,Abby,659107,11,1,fluffy
859,Nala,550968,18,2,asshole
860,Luna,668684,18,1,amazing
861,Bandit,717872,17,1,cute
862,Princess,501827,18,8,sweetheart
863,Patches,481878,21,8,sweetheart
864,Cleo,520575,4,2,the best
865,Sasha,688748,4,5,lovely
866,Loki,723465,11,5,beautiful
867,Luna,463199,22,5,lovely
868,Jasmine,650647,1,9,amazing
869,Willow,481473,3,7,lovely
870,Annie,633466,9,2,work of art
871,Ginger,649180,5,3,fat
872,Mimi,743881,22,8,work of art
873,Chester,464868,7,3,sweetheart
874,Princess,700152,1,1,fat
875,Annie,707705,24,8,beautiful
876,Precious,563604,18,3,work of art
877,Willow,700003,20,1,the best
878,Bob,532468,13,5,asshole
879,Tigger,549672,9,9,work of art
880,Luna,695311,21,4,fat
881,Sugar,555080,1,3,sweetheart
882,Muffin,632889,4,8,fluffy
883,Sheba,718680,2,7,work of art
884,Misty,510847,24,7,lovely
885,Kitty,701032,6,9,beautiful
886,Felix,555430,3,4,beautiful
887,Ginger,628872,19,2,amazing
888,Annie,532997,6,5,fluffy
889,Oscar,619871,6,2,sweetheart
890,Luna,565433,17,5,lovely
891,Miss kitty,557395,25,1,the best
892,Sasha,618165,8,9,fluffy
893,Fluffy,731657,22,3,beautiful
894,Sadie,586341,19,1,beautiful
895,Shadow,501912,2,1,sweetheart
896,Jack,605775,24,6,the best
897,Bear,725096,15,1,fat
898,Bubba,609809,7,7,fluffy
899,Samantha,655168,19,4,asshole
900,Loki,560157,21,4,work of art
901,Bandit,681965,14,1,beautiful
902,Jack,686787,6,3,the best
903,Chloe,728440,13,3,sweetheart
904,Garfield,556817,20,5,fat
905,Lola,645523,25,1,the best
906,Toby,651927,16,4,fluffy
907,Lola,564481,3,7,cute
908,Nala,475810,22,7,cute
909,Oscar,511228,10,2,work of art
910,Coco,611886,10,4,the best
911,Buster,642005,14,3,beautiful
912,Gracie,486662,19,9,lovely
913,Smokey,563622,14,1,cute
914,Garfield,501449,9,2,the best
915,Bandit,613569,16,5,fluffy
916,Lilly,482277,12,5,work of art
917,Missy,686269,16,3,the best
918,Jasper,514468,15,4,fluffy
919,Rascal,536616,1,1,work of art
920,Misty,748012,19,6,fat
921,Chester,612381,18,5,asshole
922,Princess,681439,8,2,lovely
923,Bubba,630756,11,8,asshole
924,Casper,647682,5,3,lovely
925,Oscar,467255,9,8,the best
926,Boots,591685,16,1,lovely
927,Socks,510969,20,8,work of art
928,Tiger,534375,22,6,work of art
929,Jack,538165,6,5,cute
930,Jack,637975,24,7,fluffy
931,Ginger,606211,22,7,the best
932,Pepper,618353,7,5,sweetheart
933,Scooter,685514,23,1,beautiful
934,Sheba,621322,3,6,sweetheart
935,Bella,530169,1,1,sweetheart
936,Missy,628784,11,7,work of art
937,Molly,646687,7,4,fat
938,Bandit,745852,8,3,the best
939,Sassy,499115,21,2,fat
940,Mia,689700,7,4,amazing
941,Shadow,487822,3,4,beautiful
942,Trouble,718766,18,8,the best
943,Whiskers,619609,18,2,fat
944,Maggie,635563,21,1,sweetheart
945,Sam,602236,10,8,beautiful
946,Tinkerbell,668783,25,6,work of art
947,Bob,546393,1,5,asshole
948,Lily,635800,2,9,work of art
949,Mimi,632114,5,6,lovely
950,Boo,690609,22,8,lovely
951,Sasha,656628,16,2,lovely
952,Angel,687933,12,6,the best
953,Buster,730744,22,8,work of art
954,Sugar,735225,18,9,beautiful
955,Ginger,639101,5,6,beautiful
956,Pepper,561827,8,6,sweetheart
957,Buster,736941,17,8,beautiful
958,Nala,744855,7,7,beautiful
959,Princess,712873,4,7,sweetheart
960,Sugar,563338,16,2,work of art
961,Sheba,527227,6,1,fat
962,Patches,482386,10,6,work of art
963,Misty,725703,24,5,work of art
964,Cleo,663726,21,5,cute
965,Smokey,620186,18,7,fluffy
966,Oliver,577708,20,1,amazing
967,Callie,616609,4,5,sweetheart
968,Jasper,633123,20,1,sweetheart
969,Chester,468460,15,4,cute
970,Kiki,644866,20,5,fluffy
971,Simon,534237,21,4,sweetheart
972,Pumpkin,528707,20,5,fluffy
973,Shadow,742569,18,7,fat
974,Callie,521540,7,8,fat
975,Bob,716939,1,8,asshole
976,Buddy,477168,2,1,cute
977,Salem,570461,2,6,the best
978,Bella,567919,4,4,the best
979,Sophie,489992,19,3,cute
980,Garfield,723560,4,6,fluffy
981,Sophie,684645,5,9,the best
982,Sugar,609925,4,9,sweetheart
983,Boots,553386,6,2,asshole
984,Lilly,707477,22,3,sweetheart
985,Oscar,530041,17,1,fluffy
986,Jack,554579,3,2,the best
987,Simon,700693,1,5,lovely
988,Salem,657956,23,4,fluffy
989,Sam,574045,24,3,lovely
990,Bear,517915,10,4,beautiful
991,Gizmo,539502,18,3,lovely
992,Baby,471068,19,8,work of art
993,Lola,632350,9,2,beautiful
994,Daisy,580993,23,6,fluffy
995,Gracie,620052,16,6,the best
996,Simon,630217,9,7,beautiful
997,Sophie,535612,18,7,amazing
998,George,490121,23,2,fat
999,Nala,526406,15,9,fluffy
1000,Scooter,511413,5,1,beautiful
1001,Garfield,658414,9,6,fat
1002,Smokey,510799,21,1,fluffy
1003,Oliver,543270,8,6,lovely
1004,Lucky,736358,14,9,cute
1005,Garfield,464504,21,7,amazing
1006,Leo,568470,13,9,asshole
1007,Oreo,467253,4,9,lovely
1008,Mittens,710821,18,6,asshole
1009,Spooky,611238,22,2,sweetheart
1010,Harley,662098,5,9,asshole
1011,Smokey,656181,24,2,asshole
1012,Kiki,733440,17,6,fluffy
1013,Muffin,655911,24,3,asshole
1014,Daisy,704621,23,8,work of art
1015,Bailey,563408,14,2,asshole
1016,Miss kitty,709368,13,8,work of art
1017,Sasha,632286,16,9,fat
1018,Coco,723301,5,1,work of art
1019,Rocky,657507,2,6,fluffy
1020,Casper,494143,3,6,fluffy
1021,Annie,615040,2,8,fat
1022,Sophie,702034,1,9,amazing
1023,Miss kitty,484588,6,7,lovely
1024,Simon,582231,11,8,beautiful
1025,Jack,740990,13,5,the best
1026,Abby,744153,16,4,asshole
1027,Kiki,740618,16,2,cute
1028,Abby,600508,13,1,asshole
1029,Misty,477926,25,9,cute
1030,Daisy,554756,7,1,asshole
1031,Zoey,562928,8,6,cute
1032,Callie,529640,19,5,the best
1033,Milo,706839,10,7,fat
1034,Misty,627481,9,8,work of art
1035,Jasmine,580748,3,4,fluffy
1036,Sugar,668359,13,6,sweetheart
1037,Snuggles,657302,22,3,lovely
1038,Jasmine,603335,9,1,beautiful
1039,Lucky,535454,6,9,the best
1040,Tiger,582247,15,9,fat
1041,Misty,617095,8,8,fluffy
1042,Chloe,685053,25,8,asshole
1043,Simon,578996,11,4,fat
1044,George,688059,23,3,asshole
1045,Charlie,648760,11,3,sweetheart
1046,Toby,643169,20,4,fluffy
1047,Lucky,533376,20,9,work of art
1048,Tiger,567571,14,2,the best
1049,Fluffy,544826,13,4,fluffy
1050,Sophie,711094,5,5,fluffy
1051,Loki,569395,23,3,beautiful
1052,Baby,516550,24,5,work of art
1053,Snowball,557780,15,6,cute
1054,Buster,686478,25,5,asshole
1055,Bailey,596670,22,5,fat
1056,Whiskers,629527,16,8,lovely
1057,Rocky,617877,7,7,work of art
1058,Callie,534022,12,5,beautiful
1059,Salem,707346,2,1,cute
1060,Tigger,490981,10,1,asshole
1061,Snickers,741140,2,1,work of art
1062,Jasmine,505744,20,9,cute
1063,Leo,719613,23,9,the best
1064,Callie,524552,3,2,fluffy
1065,Gracie,704353,15,1,work of art
1066,Jasper,747666,10,8,amazing
1067,Princess,724710,23,4,fluffy
1068,Smokey,513315,24,5,asshole
1069,Lily,634836,18,5,fat
1070,Precious,708734,10,8,work of art
1071,Tinkerbell,673998,24,9,sweetheart
1072,Peanut,684972,2,7,beautiful
1073,Sugar,723192,11,5,work of art
1074,Trouble,737910,1,8,amazing
1075,Daisy,554895,19,2,fat
1076,Mittens,593389,5,7,lovely
1077,Samantha,501858,10,6,work of art
1078,Sugar,625754,1,9,amazing
1079,Simba,704523,16,9,cute
1080,Simon,507073,14,4,beautiful
1081,Precious,604666,22,4,asshole
1082,Missy,729370,7,4,lovely
1083,Sophie,521319,9,1,beautiful
1084,Loki,531530,14,5,cute
1085,Salem,742871,4,8,asshole
1086,Charlie,624749,24,1,amazing
1087,Lola,684507,8,2,fluffy
1088,Snickers,472711,17,8,amazing
1089,Buster,711940,25,8,fluffy
1090,Muffin,527658,23,1,cute
1091,Rascal,729646,18,5,lovely
1092,Mittens,720500,21,9,lovely
1093,Pepper,505269,23,1,amazing
1094,Felix,678764,19,1,beautiful
1095,Spooky,607355,23,6,lovely
1096,Luna,611780,15,2,amazing
1097,Oreo,509111,21,2,the best
1098,Angel,663237,15,3,amazing
1099,Jack,710192,13,8,beautiful
1100,Maggie,578950,17,7,work of art
1101,Bob,740628,2,6,fluffy
1102,Oreo,699604,24,5,beautiful
1103,Princess,723425,6,6,fluffy
1104,Zoey,520090,5,8,asshole
1105,Miss kitty,597807,11,8,asshole
1106,Chester,526738,8,8,sweetheart
1107,Oliver,487543,25,9,work of art
1108,Sugar,601445,10,3,fat
1109,Snuggles,697403,18,9,cute
1110,Spooky,544102,16,6,fluffy
1111,Toby,533428,8,7,work of art
1112,Bear,687217,2,1,amazing
1113,Loki,513978,4,8,work of art
1114,Sugar,674144,18,6,fluffy
1115,Toby,492529,1,1,sweetheart
1116,Lucy,740920,14,3,lovely
1117,Mimi,534851,22,7,lovely
1118,Whiskers,695930,12,3,amazing
1119,Bear,650978,15,2,sweetheart
1120,Gizmo,655844,19,2,beautiful
1121,Salem,729993,10,2,asshole
1122,Snowball,642820,24,4,the best
1123,Misty,528461,19,1,beautiful
1124,Pumpkin,571245,2,6,the best
1125,Sadie,464239,14,9,amazing
1126,Sheba,499816,4,3,fluffy
1127,Oscar,704462,5,7,cute
1128,Chloe,481662,13,2,amazing
1129,Mia,571514,21,6,the best
1130,Gizmo,573795,18,9,the best
1131,Tigger,715549,9,1,fluffy
1132,Midnight,686249,7,6,cute
1133,Bubba,585140,13,8,lovely
1134,Kitty,638549,11,1,beautiful
1135,Nala,658730,1,8,beautiful
1136,Ginger,584426,10,9,beautiful
1137,Snowball,745250,6,1,cute
1138,Zoe,624402,10,3,fat
1139,Snickers,565505,22,8,lovely
1140,Oscar,525210,18,2,fat
1141,Shadow,674202,3,4,fluffy
1142,Garfield,535830,9,1,beautiful
1143,Felix,579593,12,1,the best
1144,Simon,667397,2,6,amazing
1145,Sugar,648214,21,1,sweetheart
1146,Mia,492347,16,2,the best
1147,Willow,739669,14,4,amazing
1148,Callie,716015,3,7,beautiful
1149,Princess,664612,12,4,amazing
1150,Callie,571476,4,8,the best
1151,Salem,514248,25,8,amazing
1152,Mimi,726522,24,4,the best
1153,Willow,534701,1,2,work of art
1154,Zoe,576132,13,4,fat
1155,Maggie,520476,3,2,lovely
1156,Lola,705573,18,5,beautiful
1157,Oscar,485999,1,5,amazing
1158,Dusty,580833,2,8,amazing
1159,Lucy,633670,20,4,work of art
1160,Whiskers,748203,8,2,fluffy
1161,George,622307,13,2,work of art
1162,Casper,471879,6,7,fat
1163,Willow,709927,3,1,work of art
1164,Mittens,682395,19,7,sweetheart
1165,Charlie,476064,15,5,sweetheart
1166,Simba,597841,17,3,sweetheart
1167,Smokey,495124,23,2,sweetheart
1168,Lucy,688225,16,7,fat
1169,Mia,533864,24,9,cute
1170,Whiskers,579119,8,3,beautiful
1171,Snowball,467620,4,1,fat
1172,Bandit,666167,5,3,work of art
1173,Jack,620667,21,9,beautiful
1174,Pepper,530144,8,9,fluffy
1175,Lucy,522677,17,9,fat
1176,Tigger,738941,16,1,asshole
1177,Simba,618379,20,3,beautiful
1178,Sophie,736892,3,6,sweetheart
1179,Molly,679190,14,5,asshole
1180,Ginger,505781,5,4,sweetheart
1181,Tigger,483348,24,4,fluffy
1182,Jack,600317,1,2,amazing
1183,Lucky,635684,11,5,beautiful
1184,Lucy,654817,12,2,beautiful
1185,Simba,678511,4,6,sweetheart
1186,Sugar,611943,25,8,amazing
1187,Spooky,631389,6,8,fat
1188,Willow,566385,11,8,amazing
1189,Felix,576227,18,2,lovely
1190,Gracie,672248,10,4,amazing
1191,Mittens,544806,19,3,sweetheart
1192,Zoey,708957,16,5,asshole
1193,Simon,718752,22,8,work of art
1194,Patches,702738,25,8,cute
1195,Zoe,565558,11,1,lovely
1196,Boots,463094,21,9,cute
1197,Leo,539758,11,8,work of art
1198,Charlie,673412,21,2,lovely
1199,Chloe,562840,7,6,fat
1200,Tigger,506125,5,8,cute
1201,Kitty,527100,5,6,beautiful
1202,Bella,675807,8,6,beautiful
1203,Gracie,724722,8,4,fluffy
1204,Harley,685276,22,8,cute
1205,Boo,593417,18,8,amazing
1206,Mia,501648,16,8,fat
1207,Harley,549281,15,3,sweetheart
1208,Cuddles,687338,10,5,sweetheart
1209,Smokey,655688,2,2,beautiful
1210,Chloe,504556,22,1,fat
1211,Lola,577158,11,5,cute
1212,Whiskers,697578,25,7,asshole
1213,Lola,643319,24,5,fluffy
1214,Zoey,554391,6,7,cute
1215,Kitty,628499,14,4,the best
1216,Tiger,633079,7,1,cute
1217,Peanut,633117,3,5,sweetheart
1218,Snickers,498892,5,6,sweetheart
1219,Bailey,729294,14,7,beautiful
1220,Bella,640153,8,6,beautiful
1221,Gracie,577767,11,8,lovely
1222,Callie,524123,12,5,lovely
1223,Spooky,674285,21,8,fat
1224,Sadie,632814,5,2,cute
1225,Kiki,489141,7,2,work of art
1226,Abby,484653,8,8,fat
1227,Boots,716179,21,5,fluffy
1228,Snuggles,691282,24,6,sweetheart
1229,Cali,550543,6,4,beautiful
1230,Nala,620741,2,8,lovely
1231,Bailey,536552,10,5,cute
1232,Pepper,572294,15,9,work of art
1233,Princess,642253,18,4,work of art
1234,Lola,666002,8,4,the best
1235,Scooter,585809,11,8,beautiful
1236,Nala,466241,19,8,fat
1237,Sammy,558210,25,3,fat
1238,Tigger,654991,7,1,sweetheart
1239,Pumpkin,745484,3,5,fluffy
1240,Trouble,679399,7,9,cute
1241,George,507722,3,3,the best
1242,Socks,476110,23,4,fluffy
1243,Bella,710903,20,8,fluffy
1244,Oreo,643323,12,8,asshole
1245,Loki,616953,16,8,the best
1246,Luna,631283,1,1,lovely
1247,Scooter,480447,23,1,work of art
1248,Sophie,610436,4,8,beautiful
1249,Oreo,661199,16,8,fluffy
1250,Felix,561761,13,5,fat
1251,Jasper,664172,2,8,amazing
1252,Oliver,712315,17,1,asshole
1253,Bandit,656260,2,1,fluffy
1254,Bailey,688533,3,7,cute
1255,Samantha,550490,1,5,fluffy
1256,Princess,599613,17,4,fluffy
1257,Nala,583021,17,6,asshole
1258,Mimi,557365,1,3,cute
1259,Simon,737688,12,2,fat
1260,Lily,611251,4,1,work of art
1261,Bear,656936,2,5,fluffy
1262,Luna,727077,13,8,fat
1263,Max,745635,2,3,lovely
1264,Dusty,490071,10,6,beautiful
1265,Pepper,700845,9,3,sweetheart
1266,Annie,491885,7,8,fluffy
1267,Gracie,522634,3,6,fluffy
1268,Lola,500692,17,2,work of art
1269,Felix,492597,19,7,sweetheart
1270,Milo,492167,7,3,lovely
1271,Buster,669913,1,9,sweetheart
1272,Charlie,521119,5,2,amazing
1273,Charlie,735467,6,4,amazing
1274,Trouble,747183,1,7,sweetheart
1275,Midnight,597246,2,5,asshole
1276,Lucky,722515,21,2,amazing
1277,Lily,595013,18,5,amazing
1278,Smokey,476908,24,2,fat
1279,Chester,592115,4,5,amazing
1280,Sugar,708595,13,5,fat
1281,Baby,683656,4,6,asshole
1282,Ginger,594832,2,9,work of art
1283,Sadie,536980,18,2,cute
1284,Sadie,601687,20,2,amazing
1285,Simba,589027,3,6,cute
1286,Charlie,686555,23,8,beautiful
1287,Chester,628123,6,1,lovely
1288,Jasmine,585795,13,7,sweetheart
1289,Bubba,474106,4,3,the best
1290,Sadie,494959,21,1,fluffy
1291,Daisy,729185,12,4,beautiful
1292,Abby,491271,10,6,cute
1293,Harley,520643,10,3,lovely
1294,Sam,680125,24,6,the best
1295,Ginger,654172,19,4,asshole
1296,Casper,602224,1,6,amazing
1297,Oreo,659257,20,5,fluffy
1298,Ginger,671830,10,4,fluffy
1299,Snickers,516270,22,9,cute
1300,Sammy,635004,21,2,beautiful
1301,Garfield,489975,4,5,the best
1302,Whiskers,725294,10,3,fluffy
1303,Milo,493242,9,3,the best
1304,Felix,669315,16,1,sweetheart
1305,Miss kitty,730528,7,4,fat
1306,Salem,589493,5,7,amazing
1307,Coco,729867,25,1,sweetheart
1308,Salem,487814,22,9,fluffy
1309,Pumpkin,482730,10,3,lovely
1310,Cali,601269,6,3,work of art
1311,Sasha,480952,9,2,fat
1312,Salem,747704,4,5,lovely
1313,Chloe,685919,18,3,work of art
1314,Zoe,652481,1,2,lovely
1315,Leo,486566,25,3,asshole
1316,Cali,633880,17,2,fat
1317,Coco,647469,16,7,asshole
1318,Nala,497707,16,1,work of art
1319,George,540480,17,5,asshole
1320,Miss kitty,506124,4,7,cute
1321,Luna,670055,12,7,fluffy
1322,Tiger,731746,6,1,amazing
1323,Sadie,689820,18,4,fluffy
1324,Nala,496423,7,4,lovely
1325,Cookie,730683,1,6,fluffy
1326,Buddy,728041,9,5,the best
1327,Sugar,494409,17,6,fat
1328,Mia,560842,9,4,lovely
1329,Lucky,582124,14,9,sweetheart
1330,Leo,626053,22,1,asshole
1331,Midnight,521074,16,7,work of art
1332,Samantha,638406,5,9,fat
1333,Lola,687923,10,2,fat
1334,Tigger,674285,10,2,amazing
1335,Chester,663024,20,4,sweetheart
1336,Mimi,526298,2,7,cute
1337,Pumpkin,562530,8,3,lovely
1338,Simba,697258,2,3,work of art
1339,Socks,624290,22,3,lovely
1340,Miss kitty,542358,6,4,beautiful
1341,Coco,719557,13,4,fat
1342,Cali,737150,6,6,lovely
1343,Socks,516303,4,4,lovely
1344,Zoe,624816,21,3,asshole
1345,Tigger,518031,7,3,beautiful
1346,Angel,465854,5,4,sweetheart
1347,Bear,622527,11,7,amazing
1348,Dusty,672889,18,7,amazing
1349,Whiskers,618253,16,7,sweetheart
1350,Princess,693057,21,8,beautiful
1351,Lilly,739227,20,5,amazing
1352,Charlie,615364,6,2,work of art
1353,Lilly,690923,22,1,lovely
1354,Sadie,738469,25,7,beautiful
1355,Cleo,588374,23,7,sweetheart
1356,Scooter,740743,21,6,asshole
1357,Chloe,538361,3,2,cute
1358,Fluffy,629326,17,7,work of art
1359,Samantha,607403,14,6,fluffy
1360,Gizmo,700864,9,2,fluffy
1361,Dusty,577649,18,9,asshole
1362,Salem,623888,1,8,lovely
1363,Fluffy,568005,12,7,fluffy
1364,Mia,687254,23,3,beautiful
1365,Jasmine,584986,12,5,beautiful
1366,Oreo,710972,15,6,the best
1367,Bob,693159,23,7,cute
1368,Annie,686383,20,1,asshole
1369,Kiki,535337,9,7,lovely
1370,Baby,725635,23,8,asshole
1371,Peanut,666887,17,2,amazing
1372,Jasper,480693,7,7,cute
1373,Abby,724606,11,5,fluffy
1374,Bandit,739315,19,3,amazing
1375,Rocky,541611,7,7,beautiful
1376,Scooter,614521,8,4,beautiful
1377,Molly,607856,18,4,fat
1378,Casper,488547,11,8,cute
1379,Mimi,599461,1,7,fat
1380,Baby,550051,8,2,cute
1381,Loki,546300,17,1,asshole
1382,Harley,604695,10,1,beautiful
1383,Princess,732239,12,4,the best
1384,Lilly,539334,11,2,the best
1385,Sadie,479402,2,3,beautiful
1386,Snuggles,662141,17,8,the best
1387,Bob,723191,1,1,the best
1388,Annie,497306,14,9,asshole
1389,Sheba,725132,20,9,amazing
1390,Sophie,711867,19,7,asshole
1391,Jack,587138,9,6,sweetheart
1392,Whiskers,603574,2,3,fat
1393,Chloe,482594,25,5,cute
1394,Felix,629906,11,1,fat
1395,Willow,707139,1,6,cute
1396,Molly,574998,10,9,asshole
1397,Felix,594468,2,1,amazing
1398,Lucky,580600,10,6,sweetheart
1399,Molly,704992,5,8,the best
1400,Garfield,503520,13,7,cute
1401,Cali,487620,15,9,fluffy
1402,Harley,728364,21,4,the best
1403,Muffin,650913,1,2,fluffy
1404,Cuddles,740669,13,9,the best
1405,Felix,698903,6,4,work of art
1406,Baby,746183,2,9,fluffy
1407,Mia,664503,15,3,fluffy
1408,Salem,655191,24,5,asshole
1409,Jasmine,655359,24,4,beautiful
1410,Chloe,706949,8,7,sweetheart
1411,Sammy,538099,3,5,sweetheart
1412,Chloe,465000,6,8,asshole
1413,Buddy,512644,6,8,fat
1414,Oreo,587671,11,1,amazing
1415,Gizmo,571866,22,4,lovely
1416,Bob,697484,11,2,amazing
1417,Abby,630778,9,4,asshole
1418,Harley,486486,1,4,beautiful
1419,Simba,524258,7,2,cute
1420,Cleo,483771,4,5,beautiful
1421,Snowball,701117,4,5,beautiful
1422,Bailey,557788,9,8,asshole
1423,Charlie,662924,4,2,beautiful
1424,Whiskers,632931,13,6,the best
1425,Simba,728132,20,5,work of art
1426,Buddy,626740,6,5,the best
1427,Chester,740147,10,4,sweetheart
1428,Bailey,622459,23,3,fluffy
1429,Milo,727639,7,3,fluffy
1430,Peanut,572006,1,7,asshole
1431,Max,732750,21,1,lovely
1432,Gracie,703788,22,4,fluffy
1433,Loki,615589,12,9,cute
1434,Sam,672251,10,4,fluffy
1435,Snuggles,740883,22,1,fluffy
1436,Tiger,656963,8,6,amazing
1437,Tinkerbell,467537,2,5,cute
1438,Zoe,687026,12,5,asshole
1439,Rocky,626862,2,8,lovely
1440,Pumpkin,700123,9,8,beautiful
1441,Samantha,492219,4,9,cute
1442,Chloe,726743,2,6,asshole
1443,Buddy,621030,12,4,beautiful
1444,Lucky,479010,11,3,asshole
1445,Mimi,640462,8,1,sweetheart
1446,Maggie,569528,11,4,the best
1447,Annie,666957,8,2,lovely
1448,Oreo,466822,9,6,sweetheart
1449,Angel,531789,2,4,lovely
1450,Zoey,670351,14,3,asshole
1451,Snickers,629254,16,5,amazing
1452,Jack,512200,23,1,fat
1453,Loki,496591,3,9,lovely
1454,Sadie,614985,1,5,fat
1455,Salem,576383,14,5,amazing
1456,Oliver,619571,12,7,amazing
1457,Oliver,573296,23,5,fat
1458,Buddy,740078,7,1,amazing
1459,Max,487713,3,3,amazing
1460,Oreo,495007,7,5,asshole
1461,Zoe,575699,18,5,fat
1462,Misty,578178,14,8,beautiful
1463,Baby,589473,5,9,lovely
1464,Snuggles,706929,11,9,lovely
1465,Whiskers,579367,25,2,fluffy
1466,Tiger,546490,2,1,fluffy
1467,Boo,506005,25,5,work of art
1468,Garfield,713976,10,7,amazing
1469,Fluffy,622296,24,8,sweetheart
1470,Gizmo,479803,15,7,sweetheart
1471,Misty,588270,18,1,amazing
1472,Cuddles,553032,1,8,the best
1473,Felix,730850,17,5,the best
1474,Oscar,704888,1,1,fat
1475,Simon,581991,16,7,work of art
1476,Sam,556083,9,2,lovely
1477,Sadie,731563,2,9,fat
1478,Rocky,480171,13,7,cute
1479,Maggie,615172,6,6,asshole
1480,Jasmine,633401,18,8,beautiful
